ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
4045,28,Male,Arts,3.28,0,Manager,58703,No,43,7.7,3.4,Scholarship,Marketing Director,131413,Domestic,Skill Enhancement,Online,No,700
4046,21,Female,Business,2.05,1,Entrepreneur,105819,No,233,7.3,4.4,Loan,Marketing Director,97917,International,Career Growth,Online,Yes,990
4047,33,Female,Arts,3.32,2,Manager,78581,No,238,4.2,6.7,Scholarship,Startup Founder,60477,International,Entrepreneurship,Online,Yes,850
4048,33,Male,Arts,2.89,4,Consultant,60043,Yes,171,6.1,8.9,Employer,Executive,125072,Domestic,Networking,Online,No,500
4049,26,Male,Business,3.95,5,Analyst,69027,No,65,7.3,6.4,Loan,Consultant,96865,Domestic,Entrepreneurship,Online,Yes,550
4050,21,Female,Economics,3.64,4,Manager,116387,No,267,5.5,3.4,Loan,Executive,120081,International,Skill Enhancement,On-Campus,Yes,990
4051,34,Male,Arts,2.34,0,Consultant,30994,No,126,3.1,8.2,Self-funded,Finance Manager,180026,Domestic,Networking,On-Campus,Yes,900
4052,21,Male,Arts,3.44,3,Analyst,65257,Yes,233,7.1,9.1,Scholarship,Marketing Director,168328,International,Skill Enhancement,On-Campus,Yes,500
4053,34,Male,Business,2.97,5,Entrepreneur,98197,No,342,5.6,1.1,Loan,Consultant,114411,International,Skill Enhancement,Online,Yes,500
4054,28,Female,Science,2.37,3,Consultant,84642,No,93,3.2,1.0,Employer,Consultant,99312,Domestic,Skill Enhancement,Online,No,800
4055,31,Male,Arts,3.4,3,Engineer,45344,No,34,5.7,9.6,Employer,Marketing Director,170156,International,Entrepreneurship,Online,No,800
4056,24,Male,Engineering,3.09,4,Engineer,33515,No,490,4.1,6.0,Loan,Marketing Director,156788,Domestic,Skill Enhancement,On-Campus,No,800
4057,32,Male,Economics,2.06,7,Engineer,115982,No,67,1.6,1.8,Scholarship,Consultant,125019,International,Entrepreneurship,Online,Yes,600
4058,21,Other,Arts,3.29,4,Analyst,52218,Yes,223,5.3,4.2,Self-funded,Marketing Director,129348,Domestic,Skill Enhancement,Online,Yes,650
4059,30,Male,Business,3.27,6,Analyst,91677,No,249,9.7,6.1,Loan,Consultant,100299,Domestic,Career Growth,On-Campus,Yes,700
4060,27,Female,Engineering,2.29,7,Manager,119744,Yes,461,3.2,6.6,Loan,Marketing Director,88693,International,Entrepreneurship,Online,Yes,850
4061,25,Female,Business,2.7,5,Analyst,57395,No,314,5.0,2.5,Loan,Finance Manager,179813,Domestic,Networking,Online,Yes,600
4062,25,Male,Arts,3.17,5,Consultant,61674,No,267,8.4,8.6,Self-funded,Marketing Director,70361,Domestic,Networking,On-Campus,No,650
4063,21,Other,Engineering,2.28,1,Engineer,35515,No,50,9.5,5.9,Self-funded,Executive,125195,Domestic,Career Growth,On-Campus,Yes,850
4064,34,Female,Economics,3.71,9,Entrepreneur,37920,No,110,1.5,5.7,Employer,Marketing Director,168533,Domestic,Entrepreneurship,Online,No,850
4065,30,Female,Economics,2.05,4,Engineer,100612,No,357,7.7,5.9,Scholarship,Executive,111499,International,Career Growth,Online,Yes,700
4066,31,Male,Economics,2.21,0,Consultant,93968,Yes,200,3.9,1.6,Loan,Startup Founder,195700,International,Entrepreneurship,Online,Yes,750
4067,26,Female,Science,2.23,8,Entrepreneur,112148,No,266,2.0,7.8,Self-funded,Executive,196769,Domestic,Networking,Online,Yes,900
4068,34,Female,Business,3.06,6,Manager,42102,No,358,7.8,1.7,Loan,Consultant,96592,International,Entrepreneurship,On-Campus,No,550
4069,29,Other,Arts,3.24,1,Analyst,58725,No,463,5.2,5.2,Scholarship,Startup Founder,154248,Domestic,Networking,On-Campus,Yes,990
4070,29,Male,Engineering,2.81,5,Consultant,84839,No,8,2.9,6.3,Scholarship,Marketing Director,164881,Domestic,Entrepreneurship,On-Campus,Yes,990
4071,28,Female,Business,2.58,9,Analyst,94072,No,448,7.5,2.9,Employer,Executive,81517,International,Entrepreneurship,On-Campus,No,650
4072,25,Male,Arts,3.62,8,Manager,59792,No,158,3.0,5.3,Scholarship,Marketing Director,91553,Domestic,Career Growth,Online,No,650
4073,21,Male,Science,2.14,4,Entrepreneur,119886,Yes,164,6.7,3.6,Scholarship,Finance Manager,82183,International,Entrepreneurship,On-Campus,Yes,600
4074,29,Male,Arts,2.56,2,Consultant,64062,Yes,30,4.0,7.4,Self-funded,Executive,111932,Domestic,Networking,Online,Yes,990
4075,21,Female,Business,2.08,9,Entrepreneur,116145,No,440,3.0,5.8,Employer,Marketing Director,93752,International,Networking,Online,No,550
4076,28,Male,Arts,2.03,3,Consultant,85031,No,95,1.4,1.8,Employer,Consultant,155428,Domestic,Networking,On-Campus,No,700
4077,25,Female,Engineering,2.71,2,Manager,112436,Yes,361,2.4,6.4,Scholarship,Executive,180743,International,Skill Enhancement,Online,No,990
4078,23,Other,Science,2.39,0,Manager,75999,No,453,9.4,2.2,Scholarship,Consultant,66441,International,Entrepreneurship,Online,No,990
4079,31,Male,Engineering,2.54,9,Manager,115408,No,403,5.1,1.0,Self-funded,Executive,193083,International,Entrepreneurship,Online,Yes,500
4080,27,Female,Science,3.64,6,Analyst,77284,Yes,49,8.6,2.3,Loan,Executive,142418,International,Skill Enhancement,Online,Yes,850
4081,27,Male,Science,2.33,7,Engineer,93724,No,226,7.8,1.0,Loan,Startup Founder,167543,Domestic,Skill Enhancement,Online,No,650
4082,29,Male,Arts,3.56,1,Entrepreneur,50991,No,77,7.2,9.9,Self-funded,Marketing Director,150304,Domestic,Networking,On-Campus,No,850
4083,27,Female,Engineering,3.35,7,Consultant,110404,No,113,7.6,6.7,Employer,Marketing Director,185493,International,Networking,Online,Yes,500
4084,33,Female,Science,2.65,8,Entrepreneur,33009,No,250,2.5,6.6,Scholarship,Startup Founder,154441,Domestic,Entrepreneurship,Online,Yes,500
4085,31,Female,Science,3.09,6,Engineer,103699,No,446,3.2,9.4,Employer,Finance Manager,180123,Domestic,Career Growth,Online,Yes,500
4086,34,Female,Arts,2.89,0,Analyst,38416,No,445,8.0,2.1,Scholarship,Startup Founder,122447,Domestic,Skill Enhancement,Online,No,900
4087,23,Male,Business,2.26,3,Analyst,65018,No,409,7.0,1.2,Self-funded,Marketing Director,188549,Domestic,Entrepreneurship,On-Campus,Yes,650
4088,31,Male,Business,3.81,6,Engineer,90246,No,462,8.3,7.1,Loan,Finance Manager,84449,Domestic,Networking,Online,Yes,500
4089,33,Female,Economics,3.14,5,Consultant,106709,Yes,395,7.2,6.6,Scholarship,Marketing Director,198153,Domestic,Entrepreneurship,On-Campus,Yes,500
4090,34,Male,Economics,3.76,7,Engineer,95184,No,30,8.1,9.1,Loan,Finance Manager,162643,International,Entrepreneurship,On-Campus,Yes,800
4091,33,Male,Science,3.65,5,Analyst,54295,Yes,71,6.2,3.9,Employer,Executive,179208,International,Skill Enhancement,On-Campus,Yes,500
4092,21,Female,Business,2.16,9,Analyst,38327,No,250,8.4,6.0,Loan,Consultant,127051,Domestic,Skill Enhancement,Online,Yes,900
4093,28,Male,Science,2.41,5,Entrepreneur,109331,No,194,3.9,6.1,Employer,Startup Founder,137293,International,Skill Enhancement,On-Campus,Yes,700
4094,32,Male,Engineering,2.29,9,Consultant,72012,Yes,291,1.6,3.3,Self-funded,Finance Manager,60642,Domestic,Entrepreneurship,On-Campus,Yes,990
4095,23,Female,Business,3.66,5,Consultant,88718,Yes,427,2.8,4.2,Employer,Marketing Director,152475,International,Networking,Online,Yes,750
4096,32,Female,Business,3.72,6,Analyst,94568,Yes,451,2.4,4.1,Scholarship,Executive,199136,International,Networking,Online,No,750
4097,28,Female,Business,3.06,4,Engineer,55927,No,481,5.3,8.6,Self-funded,Finance Manager,117127,Domestic,Career Growth,On-Campus,Yes,990
4098,28,Female,Economics,2.21,8,Analyst,69356,No,435,9.1,4.4,Employer,Marketing Director,197254,International,Networking,On-Campus,No,900
4099,33,Male,Arts,2.27,6,Entrepreneur,80545,No,46,3.8,6.6,Employer,Executive,80991,International,Entrepreneurship,Online,Yes,700
4100,25,Female,Arts,3.63,0,Engineer,46310,No,190,5.7,4.4,Scholarship,Marketing Director,119407,Domestic,Career Growth,Online,Yes,500
4101,33,Female,Economics,3.86,8,Analyst,95906,No,252,8.3,1.8,Loan,Startup Founder,177619,International,Networking,Online,Yes,550
4102,32,Male,Economics,2.4,5,Consultant,48043,Yes,446,8.8,9.3,Employer,Marketing Director,190402,Domestic,Career Growth,Online,Yes,500
4103,33,Male,Economics,2.02,7,Entrepreneur,82595,Yes,32,3.5,1.7,Self-funded,Consultant,72539,International,Skill Enhancement,On-Campus,No,990
4104,21,Female,Arts,2.66,8,Analyst,103193,No,401,5.7,1.1,Scholarship,Startup Founder,88495,International,Skill Enhancement,On-Campus,Yes,550
4105,33,Female,Science,2.06,1,Analyst,80428,No,499,3.3,3.4,Self-funded,Executive,171988,Domestic,Entrepreneurship,Online,No,600
4106,30,Female,Economics,3.66,1,Manager,36629,Yes,435,4.8,3.5,Self-funded,Consultant,115377,International,Entrepreneurship,Online,Yes,990
4107,27,Female,Science,2.98,4,Engineer,91286,Yes,156,4.5,3.6,Employer,Executive,165803,International,Skill Enhancement,On-Campus,No,500
4108,32,Female,Science,3.28,4,Manager,93745,Yes,85,1.6,8.2,Self-funded,Consultant,125491,Domestic,Networking,Online,Yes,800
4109,30,Other,Engineering,2.82,9,Consultant,40257,Yes,256,1.2,3.6,Scholarship,Startup Founder,99614,International,Entrepreneurship,On-Campus,No,550
4110,25,Female,Arts,2.69,9,Engineer,79360,No,307,6.6,6.7,Loan,Finance Manager,102122,Domestic,Career Growth,On-Campus,Yes,600
4111,28,Male,Science,2.44,1,Entrepreneur,44862,No,19,2.5,1.1,Employer,Marketing Director,173536,International,Entrepreneurship,On-Campus,No,500
4112,29,Female,Arts,3.54,9,Engineer,77338,Yes,353,2.3,9.0,Employer,Marketing Director,176350,Domestic,Networking,Online,Yes,750
4113,31,Male,Arts,3.39,3,Analyst,65974,Yes,185,4.2,3.3,Employer,Startup Founder,146811,Domestic,Entrepreneurship,Online,No,750
4114,34,Female,Engineering,2.72,8,Analyst,59904,Yes,331,3.1,5.8,Scholarship,Marketing Director,152674,Domestic,Entrepreneurship,On-Campus,Yes,550
4115,27,Other,Arts,2.64,3,Analyst,95746,No,225,7.7,6.1,Loan,Consultant,97005,International,Networking,On-Campus,No,800
4116,34,Female,Science,2.0,0,Engineer,112192,No,471,6.8,3.2,Employer,Marketing Director,199800,Domestic,Career Growth,On-Campus,No,650
4117,33,Female,Business,2.13,4,Analyst,53711,Yes,135,9.7,6.3,Self-funded,Marketing Director,71426,International,Networking,On-Campus,No,500
4118,27,Male,Science,3.25,1,Analyst,69055,No,392,4.6,8.8,Employer,Executive,180093,Domestic,Skill Enhancement,On-Campus,No,650
4119,21,Male,Science,3.03,5,Manager,66347,No,158,1.2,4.0,Loan,Consultant,109273,International,Skill Enhancement,Online,Yes,750
4120,24,Male,Arts,2.87,0,Analyst,37501,No,263,8.6,9.4,Self-funded,Consultant,187718,International,Skill Enhancement,On-Campus,Yes,800
4121,22,Female,Science,3.66,6,Manager,71461,Yes,239,2.1,3.1,Employer,Startup Founder,185505,Domestic,Networking,Online,No,850
4122,22,Female,Business,3.01,6,Consultant,52971,Yes,58,3.4,2.1,Scholarship,Startup Founder,72326,Domestic,Career Growth,Online,Yes,850
4123,22,Female,Arts,2.77,3,Engineer,99361,No,240,6.7,4.1,Self-funded,Consultant,156486,International,Networking,Online,Yes,990
4124,24,Male,Economics,2.32,8,Manager,105601,No,86,5.2,9.0,Loan,Consultant,61666,International,Skill Enhancement,Online,No,650
4125,34,Male,Science,3.64,2,Engineer,113029,Yes,27,7.2,2.5,Loan,Startup Founder,91827,International,Networking,On-Campus,Yes,650
4126,21,Female,Science,3.15,4,Engineer,33151,No,40,2.7,4.7,Self-funded,Executive,139828,International,Skill Enhancement,On-Campus,Yes,850
4127,24,Male,Engineering,2.18,4,Entrepreneur,38143,No,234,6.3,6.6,Employer,Marketing Director,155830,Domestic,Skill Enhancement,Online,Yes,800
4128,22,Female,Economics,3.3,7,Manager,43465,Yes,356,5.1,8.3,Loan,Consultant,148595,Domestic,Career Growth,Online,No,800
4129,25,Female,Economics,2.85,9,Analyst,93666,No,109,6.3,9.1,Employer,Startup Founder,94936,Domestic,Entrepreneurship,Online,Yes,900
4130,23,Female,Business,3.62,9,Entrepreneur,110170,No,420,8.9,9.9,Scholarship,Finance Manager,157720,International,Career Growth,Online,No,500
4131,32,Male,Economics,3.84,3,Manager,47733,Yes,19,5.8,8.6,Loan,Startup Founder,80803,Domestic,Networking,Online,No,850
4132,28,Female,Engineering,3.2,0,Manager,38200,Yes,125,7.7,1.1,Self-funded,Startup Founder,182309,International,Career Growth,On-Campus,No,700
4133,24,Male,Business,3.46,4,Consultant,99035,Yes,91,7.7,4.5,Self-funded,Executive,86154,Domestic,Career Growth,On-Campus,No,800
4134,21,Other,Economics,2.11,0,Analyst,83439,Yes,440,7.0,8.7,Loan,Startup Founder,109975,International,Career Growth,On-Campus,Yes,900
4135,21,Male,Business,3.12,2,Consultant,72073,Yes,70,5.4,9.8,Self-funded,Finance Manager,167536,Domestic,Career Growth,On-Campus,No,500
4136,32,Male,Economics,3.51,5,Engineer,61745,No,336,1.0,1.5,Self-funded,Executive,150378,Domestic,Networking,Online,Yes,550
4137,30,Female,Economics,2.99,0,Analyst,74451,Yes,24,2.1,4.1,Self-funded,Startup Founder,167673,Domestic,Skill Enhancement,Online,Yes,500
4138,23,Male,Economics,3.19,9,Consultant,45285,Yes,254,5.9,6.9,Self-funded,Startup Founder,66685,Domestic,Career Growth,Online,No,900
4139,29,Female,Science,3.8,2,Consultant,90820,Yes,152,1.4,4.7,Self-funded,Executive,170954,Domestic,Networking,Online,Yes,500
4140,27,Female,Economics,2.4,6,Analyst,67355,Yes,158,1.4,2.4,Scholarship,Startup Founder,174335,International,Entrepreneurship,Online,Yes,990
4141,22,Female,Science,2.2,1,Manager,37874,No,167,2.1,9.1,Self-funded,Marketing Director,82072,International,Career Growth,On-Campus,No,900
4142,33,Other,Arts,3.38,5,Engineer,117304,Yes,173,3.1,3.7,Self-funded,Finance Manager,60390,Domestic,Career Growth,Online,No,990
4143,29,Male,Engineering,3.65,6,Entrepreneur,53307,No,99,10.0,3.3,Scholarship,Executive,181732,Domestic,Entrepreneurship,Online,No,700
4144,30,Female,Business,3.7,1,Entrepreneur,37161,Yes,245,2.1,6.1,Loan,Startup Founder,74073,Domestic,Networking,On-Campus,Yes,600
4145,22,Male,Business,3.28,4,Entrepreneur,112596,Yes,242,3.4,8.6,Self-funded,Marketing Director,171429,Domestic,Networking,On-Campus,Yes,700
4146,23,Male,Arts,3.67,9,Engineer,98308,No,177,7.1,5.3,Self-funded,Startup Founder,154349,Domestic,Career Growth,On-Campus,No,650
4147,31,Female,Economics,3.4,9,Analyst,109780,No,163,7.1,2.0,Self-funded,Startup Founder,176691,International,Entrepreneurship,On-Campus,Yes,800
4148,33,Male,Engineering,2.17,0,Analyst,64151,No,148,8.9,5.0,Employer,Marketing Director,110002,Domestic,Entrepreneurship,Online,Yes,750
4149,30,Female,Arts,3.52,2,Analyst,96034,Yes,292,6.5,1.9,Scholarship,Consultant,151949,Domestic,Networking,Online,No,500
4150,34,Female,Arts,2.36,0,Entrepreneur,72600,No,459,3.4,2.6,Self-funded,Marketing Director,175723,International,Skill Enhancement,Online,Yes,750
4151,22,Female,Business,2.47,2,Manager,91593,No,370,3.2,4.9,Employer,Executive,74718,Domestic,Entrepreneurship,Online,Yes,550
4152,23,Other,Science,2.79,3,Consultant,63837,Yes,147,8.5,2.0,Scholarship,Executive,140978,International,Career Growth,On-Campus,Yes,990
4153,26,Male,Science,2.63,4,Entrepreneur,50660,Yes,168,1.9,7.0,Self-funded,Consultant,155216,Domestic,Networking,Online,No,650
4154,29,Female,Economics,2.64,3,Engineer,72555,No,109,5.3,5.9,Employer,Executive,184390,International,Skill Enhancement,On-Campus,Yes,500
4155,29,Female,Economics,2.34,3,Analyst,74787,Yes,345,5.3,4.1,Employer,Consultant,136622,Domestic,Entrepreneurship,On-Campus,Yes,750
4156,27,Male,Arts,2.59,8,Consultant,38538,No,370,7.7,2.4,Employer,Marketing Director,194568,Domestic,Career Growth,Online,No,650
4157,32,Male,Economics,2.04,8,Analyst,105950,No,22,10.0,5.6,Loan,Startup Founder,131120,Domestic,Networking,On-Campus,Yes,850
4158,23,Female,Science,2.95,8,Analyst,47212,Yes,193,5.5,8.2,Scholarship,Startup Founder,134247,Domestic,Networking,On-Campus,Yes,650
4159,24,Male,Engineering,3.54,4,Analyst,88973,Yes,468,8.0,7.7,Loan,Consultant,86445,Domestic,Skill Enhancement,Online,Yes,550
4160,26,Male,Business,3.72,4,Manager,90545,Yes,255,8.7,9.8,Scholarship,Startup Founder,126698,International,Career Growth,On-Campus,Yes,990
4161,31,Female,Science,3.64,1,Consultant,48070,Yes,497,1.3,5.5,Employer,Consultant,65938,International,Entrepreneurship,Online,Yes,650
4162,25,Female,Economics,2.83,5,Entrepreneur,44134,No,227,6.7,6.7,Scholarship,Executive,94307,International,Career Growth,On-Campus,No,500
4163,22,Female,Business,3.46,1,Manager,32698,Yes,151,9.0,3.2,Scholarship,Executive,188882,International,Entrepreneurship,On-Campus,Yes,990
4164,33,Female,Business,2.58,9,Engineer,85203,Yes,152,7.5,7.9,Scholarship,Finance Manager,97660,International,Entrepreneurship,Online,Yes,990
4165,26,Female,Arts,2.11,4,Engineer,53011,Yes,295,8.0,5.5,Employer,Finance Manager,147101,Domestic,Networking,Online,No,600
4166,23,Male,Economics,3.35,4,Entrepreneur,60478,No,87,8.3,5.3,Loan,Executive,106583,International,Entrepreneurship,On-Campus,No,850
4167,34,Male,Arts,3.3,3,Consultant,79775,Yes,38,1.2,3.7,Self-funded,Executive,165087,International,Skill Enhancement,Online,Yes,550
4168,28,Male,Business,3.6,4,Entrepreneur,68589,Yes,127,9.4,3.9,Loan,Executive,76523,International,Career Growth,Online,Yes,900
4169,22,Female,Arts,3.23,6,Manager,75014,Yes,175,9.2,2.9,Self-funded,Finance Manager,197775,Domestic,Career Growth,On-Campus,Yes,850
4170,21,Male,Economics,2.31,9,Consultant,117682,Yes,391,6.4,9.5,Loan,Marketing Director,171008,International,Career Growth,Online,Yes,500
4171,29,Male,Science,3.71,1,Engineer,107832,No,103,4.1,3.1,Loan,Startup Founder,122860,International,Career Growth,On-Campus,Yes,550
4172,34,Female,Engineering,3.25,0,Consultant,83756,No,428,4.3,1.3,Scholarship,Startup Founder,186302,Domestic,Entrepreneurship,Online,Yes,800
4173,32,Male,Science,3.62,3,Consultant,83791,Yes,201,5.8,4.8,Scholarship,Finance Manager,88886,Domestic,Career Growth,Online,Yes,700
4174,23,Male,Business,3.55,6,Consultant,73820,No,221,3.6,9.7,Scholarship,Startup Founder,110158,International,Entrepreneurship,On-Campus,Yes,990
4175,31,Female,Science,2.6,0,Entrepreneur,66958,Yes,169,6.1,1.3,Employer,Consultant,64209,International,Entrepreneurship,Online,Yes,850
4176,21,Male,Arts,2.15,3,Analyst,61416,No,107,6.6,3.3,Employer,Finance Manager,187153,Domestic,Skill Enhancement,On-Campus,Yes,500
4177,27,Male,Economics,2.35,5,Manager,72260,No,426,7.6,3.3,Loan,Executive,142812,International,Entrepreneurship,Online,Yes,700
4178,33,Male,Science,2.19,5,Consultant,52038,No,74,1.6,5.8,Scholarship,Marketing Director,89022,International,Skill Enhancement,Online,No,650
4179,30,Female,Science,2.49,0,Consultant,67836,No,463,1.6,7.8,Scholarship,Consultant,176690,Domestic,Career Growth,Online,No,850
4180,25,Female,Economics,2.92,6,Entrepreneur,82184,No,48,9.3,4.7,Employer,Consultant,185504,International,Skill Enhancement,On-Campus,Yes,700
4181,25,Male,Arts,3.81,4,Manager,66980,No,378,7.7,4.0,Loan,Finance Manager,165338,International,Entrepreneurship,On-Campus,Yes,900
4182,34,Female,Engineering,3.74,5,Manager,113399,Yes,72,4.1,3.6,Employer,Executive,163513,International,Skill Enhancement,On-Campus,No,990
4183,21,Male,Science,3.44,0,Engineer,84301,Yes,493,1.2,9.3,Loan,Executive,163368,International,Career Growth,Online,Yes,650
4184,29,Female,Business,2.05,6,Manager,114292,Yes,489,6.5,9.5,Self-funded,Consultant,194301,Domestic,Networking,Online,Yes,500
4185,27,Male,Arts,2.68,3,Manager,113863,No,494,3.2,6.2,Scholarship,Executive,131466,Domestic,Career Growth,On-Campus,Yes,750
4186,28,Female,Arts,3.36,2,Consultant,51458,Yes,406,1.5,8.9,Scholarship,Executive,109168,Domestic,Career Growth,Online,No,990
4187,29,Female,Science,2.26,3,Analyst,83055,Yes,191,7.8,9.9,Scholarship,Executive,131677,International,Career Growth,On-Campus,No,600
4188,26,Female,Economics,3.6,8,Consultant,96978,No,468,9.8,6.1,Self-funded,Startup Founder,132583,Domestic,Career Growth,On-Campus,No,500
4189,32,Male,Science,3.83,4,Entrepreneur,67670,No,441,7.7,3.7,Scholarship,Marketing Director,112113,International,Networking,On-Campus,Yes,650
4190,25,Male,Science,2.71,4,Manager,107622,Yes,338,2.0,4.0,Loan,Finance Manager,81734,International,Career Growth,Online,No,650
4191,26,Female,Economics,3.41,7,Analyst,78573,Yes,184,4.3,6.5,Self-funded,Finance Manager,74657,Domestic,Entrepreneurship,On-Campus,Yes,550
